// Comment
// Lat,,,Lon,,,Type,Width,ColorNo,Comment
// Add "END" to the end of vertex.
LINE_AGGREGATE

26,20.152,S,153,15.062,E,1,3,9,
26,20.588,S,153,17.033,E,1,3,9,
26,20.366,S,153,16.735,E,1,3,9,
26,20.688,S,153,16.684,E,1,3,9,
26,20.565,S,153,17.016,E,1,3,9,
END
// TEXT
// Comment
// Lat,,,Lon,Rotation
TEXT,CALL BRISBANE VTS

26,18.729,S,153,10.450,E,0,20,
// TEXT
// Comment
// Lat,,,Lon,Rotation
TEXT,2 HRS BEFORE ETA

26,19.342,S,153,10.762,E,0,20,
// TEXT
// Comment
// Lat,,,Lon,Rotation
TEXT,CALL BRISBANE VTS

26,21.463,S,153,12.249,E,0,20,
// TEXT
// Comment
// Lat,,,Lon,Rotation
TEXT,BEFORE PT CARTWRIGHT

26,22.304,S,153,11.936,E,0,20,
// TEXT
// Comment
// Lat,,,Lon,Rotation
TEXT,2 HRS & 1 HR

26,21.921,S,153,13.140,E,0,20,
// TEXT
// Comment
// Lat,,,Lon,Rotation
TEXT,1 HR BEFORE ETD

27,22.853,S,153,09.888,E,0,20,
// TEXT
// Comment
// Lat,,,Lon,Rotation
TEXT,CALL BRISBANE VTS

27,22.896,S,153,09.877,E,0,20,
// TEXT
// Comment
// Lat,,,Lon,Rotation
TEXT,CH 12 TO CONFIRM ETD

27,22.876,S,153,09.875,E,0,20,
// TEXT
// Comment
// Lat,,,Lon,Rotation
TEXT,CALL PORT KEMBLA

34,10.922,S,151,15.198,E,0,20,
// TEXT
// Comment
// Lat,,,Lon,Rotation
TEXT,HARBOUR CTRL

34,11.381,S,151,15.704,E,0,20,
// TEXT
// Comment
// Lat,,,Lon,Rotation
TEXT,2 HRS & 1 HR BEFORE ETA

34,11.745,S,151,14.576,E,0,20,
// TEXT
// Comment
// Lat,,,Lon,Rotation
TEXT,ON CH 16

34,12.089,S,151,16.948,E,0,20,
// LINE_AGGREGATE
// Comment
// Lat,,,Lon,,,Type,Width,ColorNo,Comment
// Add "END" to the end of vertex.
LINE_AGGREGATE

34,10.692,S,151,22.543,E,1,3,9,
34,10.165,S,151,24.816,E,1,3,9,
34,10.111,S,151,24.659,E,1,3,9,
34,10.287,S,151,24.724,E,1,3,9,
34,10.172,S,151,24.816,E,1,3,9,
END
// LINE_AGGREGATE
// Comment
// Lat,,,Lon,,,Type,Width,ColorNo,Comment
// Add "END" to the end of vertex.
LINE_AGGREGATE

34,18.438,S,151,04.683,E,1,3,9,
34,18.468,S,151,06.093,E,1,3,9,
34,18.323,S,151,05.908,E,1,3,9,
34,18.575,S,151,05.918,E,1,3,9,
34,18.476,S,151,06.084,E,1,3,9,
END
// TEXT
// Comment
// Lat,,,Lon,Rotation
TEXT,CALL PORT KEMBLA HARBOUR

34,17.137,S,151,00.419,E,0,20,
// TEXT
// Comment
// Lat,,,Lon,Rotation
TEXT,5 MILES BEFORE VTS AREA

34,17.615,S,151,00.765,E,0,20,
// TEXT
// Comment
// Lat,,,Lon,Rotation
TEXT,ON CH 11

34,18.151,S,151,00.949,E,0,20,
// CIRCLE
// Comment
// Base Point-Lat,,,Base Point-Lon,,,Radius[nm]
CIRCLE

34,24.702,S,150,57.102,E,5.0
// TEXT
// Comment
// Lat,,,Lon,Rotation
TEXT,CALL PORT KEMBLA HARBOUR

34,20.483,S,151,00.842,E,0,20,
// TEXT
// Comment
// Lat,,,Lon,Rotation
TEXT,ON CH 16

34,20.655,S,151,01.095,E,0,20,
// LINE_AGGREGATE
// Comment
// Lat,,,Lon,,,Type,Width,ColorNo,Comment
// Add "END" to the end of vertex.
LINE_AGGREGATE

34,11.687,S,151,14.162,E,1,3,9,
34,16.971,S,151,10.246,E,1,3,9,
34,16.646,S,151,10.776,E,1,3,9,
34,16.512,S,151,10.153,E,1,3,9,
34,16.913,S,151,10.269,E,1,3,9,
END
// LINE_AGGREGATE
// Comment
// Lat,,,Lon,,,Type,Width,ColorNo,Comment
// Add "END" to the end of vertex.
LINE_AGGREGATE

38,33.029,S,144,43.600,E,1,1,9,
38,31.399,S,144,45.984,E,1,1,9,
38,31.653,S,144,45.968,E,1,1,9,
38,31.450,S,144,45.676,E,1,1,9,
38,31.411,S,144,45.984,E,1,1,9,
END
// TEXT
// Comment
// Lat,,,Lon,Rotation
TEXT,CALL PORT PHILLIP PILOTS 1 HR BEFORE ETA

38,33.726,S,144,38.669,E,0,20,
// TEXT
// Comment
// Lat,,,Lon,Rotation
TEXT,CALL LONSDALE VTS CH 16

38,52.148,S,145,07.391,E,0,20,
// TEXT
// Comment
// Lat,,,Lon,Rotation
TEXT,3 HRS BEFORE ETA

38,53.064,S,145,07.782,E,0,20,
// LINE_AGGREGATE
// Comment
// Lat,,,Lon,,,Type,Width,ColorNo,Comment
// Add "END" to the end of vertex.
LINE_AGGREGATE

38,52.733,S,145,19.269,E,1,1,8,
38,49.550,S,145,21.807,E,1,1,8,
38,49.964,S,145,21.807,E,1,1,8,
38,49.741,S,145,21.381,E,1,1,8,
38,49.598,S,145,21.848,E,1,1,8,
END
// LINE_AGGREGATE
// Comment
// Lat,,,Lon,,,Type,Width,ColorNo,Comment
// Add "END" to the end of vertex.
LINE_AGGREGATE

38,04.991,S,144,53.061,E,2,3,3,
38,04.991,S,144,57.540,E,2,3,3,
END
// TEXT
// Comment
// Lat,,,Lon,Rotation
TEXT,LONSDALE VTS

38,05.144,S,144,53.322,E,0,20,
// TEXT
// Comment
// Lat,,,Lon,Rotation
TEXT,CH 12

38,05.136,S,144,56.128,E,0,20,
// TEXT
// Comment
// Lat,,,Lon,Rotation
TEXT,MELBOURNE VTS

38,04.903,S,144,53.322,E,0,20,
// TEXT
// Comment
// Lat,,,Lon,Rotation
TEXT,CH 12

38,04.865,S,144,56.104,E,0,20,
// LINE_AGGREGATE
// Comment
// Lat,,,Lon,,,Type,Width,ColorNo,Comment
// Add "END" to the end of vertex.
LINE_AGGREGATE

35,50.343,S,138,19.795,E,1,3,9,
35,49.604,S,138,13.034,E,1,3,9,
35,49.426,S,138,13.629,E,1,3,9,
35,49.833,S,138,13.441,E,1,3,9,
35,49.604,S,138,13.159,E,1,3,9,
END
// TEXT
// Comment
// Lat,,,Lon,Rotation
TEXT,CALL ADELAIDE OUTER HBR

35,49.349,S,138,20.703,E,0,20,
// TEXT
// Comment
// Lat,,,Lon,Rotation
TEXT,4 HRS BEFORE ETA

35,50.454,S,138,22.499,E,0,20,
// TEXT
// Comment
// Lat,,,Lon,Rotation
TEXT,VHF CH 12

35,51.372,S,138,23.627,E,0,20,
// LINE_AGGREGATE
// Comment
// Lat,,,Lon,,,Type,Width,ColorNo,Comment
// Add "END" to the end of vertex.
LINE_AGGREGATE

34,26.665,N,136,55.418,E,2,3,9,
34,26.649,N,137,08.791,E,2,3,9,
34,35.472,N,137,08.787,E,2,3,9,
END
// TEXT
// Comment
// Lat,,,Lon,Rotation
TEXT,CALL ISE WAN MARTIS WHEN CROSSING IS REP LINE ON CH 16, 13

34,25.972,N,137,05.118,E,0,20,
// TEXT
// Comment
// Lat,,,Lon,Rotation
TEXT,CALL BAYPILOT KOBE 50nm before ETA CH 16,13,68

33,23.736,N,135,17.800,E,0,22,
// LINE_AGGREGATE
// Comment
// Lat,,,Lon,,,Type,Width,ColorNo,Comment
// Add "END" to the end of vertex.
LINE_AGGREGATE

33,58.500,N,130,52.100,E,2,3,3,
34,02.438,N,130,52.065,E,2,3,3,
34,02.422,N,130,53.589,E,2,3,3,
END
// TEXT
// Comment
// Lat,,,Lon,Rotation
TEXT,CALL KANMON MARTIS VHF 16/13

34,01.897,N,130,50.231,E,0,24,
// LINE_AGGREGATE
// Comment
// Lat,,,Lon,,,Type,Width,ColorNo,Comment
// Add "END" to the end of vertex.
LINE_AGGREGATE

34,01.867,N,130,50.947,E,1,3,9,
34,01.219,N,130,52.067,E,1,3,9,
END
// LINE_AGGREGATE
// Comment
// Lat,,,Lon,,,Type,Width,ColorNo,Comment
// Add "END" to the end of vertex.
LINE_AGGREGATE

34,01.214,N,130,52.067,E,1,1,8,
34,01.229,N,130,51.939,E,1,1,8,
34,01.306,N,130,52.006,E,1,1,8,
34,01.229,N,130,52.080,E,1,1,8,
END
// TEXT
// Comment
// Lat,,,Lon,Rotation
TEXT,ON CROSSING REP LINE

34,02.103,N,130,50.345,E,0,24,
// LINE_AGGREGATE
// Comment
// Lat,,,Lon,,,Type,Width,ColorNo,Comment
// Add "END" to the end of vertex.
LINE_AGGREGATE

33,58.689,N,125,50.389,E,1,3,9,
34,03.431,N,125,56.236,E,1,3,9,
34,01.819,N,125,55.970,E,1,3,9,
34,02.262,N,125,54.945,E,1,3,9,
END
// TEXT
// Comment
// Lat,,,Lon,Rotation
TEXT,CALL JINDO VTS

33,59.809,N,125,43.980,E,0,20,
// TEXT
// Comment
// Lat,,,Lon,Rotation
TEXT,CH 16

33,58.988,N,125,44.587,E,0,20,
// TEXT
// Comment
// Lat,,,Lon,Rotation
TEXT,CALL JINDO VTS

34,42.613,N,125,41.441,E,0,20,
// LINE_AGGREGATE
// Comment
// Lat,,,Lon,,,Type,Width,ColorNo,Comment
// Add "END" to the end of vertex.
LINE_AGGREGATE

34,42.140,N,125,43.047,E,1,3,9,
34,39.991,N,125,38.648,E,1,3,9,
34,41.097,N,125,39.490,E,1,3,9,
34,40.781,N,125,40.025,E,1,3,9,
END
// LINE_AGGREGATE
// Comment
// Lat,,,Lon,,,Type,Width,ColorNo,Comment
// Add "END" to the end of vertex.
LINE_AGGREGATE

36,53.693,N,126,05.000,E,1,3,7,
36,55.232,N,126,04.584,E,1,3,7,
36,54.975,N,126,04.855,E,1,3,7,
36,54.882,N,126,04.710,E,1,3,7,
END
// TEXT
// Comment
// Lat,,,Lon,Rotation
TEXT,CALL JANGAN VTS

36,53.647,N,126,05.213,E,0,20,
// TEXT
// Comment
// Lat,,,Lon,Rotation
TEXT,CH 67

36,53.320,N,126,05.136,E,0,20,
// LINE_AGGREGATE
// Comment
// Lat,,,Lon,,,Type,Width,ColorNo,Comment
// Add "END" to the end of vertex.
LINE_AGGREGATE

34,21.036,N,126,28.313,E,2,3,3,
34,03.865,N,126,21.017,E,2,3,3,
34,03.808,N,126,21.015,E,2,3,3,
34,03.794,N,125,43.219,E,2,3,3,
34,08.089,N,125,35.110,E,2,3,3,
34,31.183,N,125,32.004,E,2,3,3,
34,39.814,N,125,31.996,E,2,3,3,
34,39.791,N,125,56.403,E,2,3,3,
END
// TEXT
// Comment
// Lat,,,Lon,Rotation
TEXT,JANGAN VTS CH 67

37,03.965,N,126,12.719,E,0,22,
// TEXT
// Comment
// Lat,,,Lon,Rotation
TEXT,INCHEON VTS SECTOR 1

37,05.823,N,126,14.828,E,0,20,
// LINE_AGGREGATE
// Comment
// Lat,,,Lon,,,Type,Width,ColorNo,Comment
// Add "END" to the end of vertex.
LINE_AGGREGATE

37,03.406,N,126,16.393,E,2,3,3,
37,06.993,N,126,19.878,E,2,3,3,
37,09.178,N,126,22.016,E,2,3,3,
37,10.598,N,126,23.395,E,2,3,3,
37,10.604,N,126,24.593,E,2,3,3,
END
// LINE_AGGREGATE
// Comment
// Lat,,,Lon,,,Type,Width,ColorNo,Comment
// Add "END" to the end of vertex.
LINE_AGGREGATE

37,16.328,N,126,26.082,E,2,3,3,
37,16.037,N,126,25.887,E,2,3,3,
37,15.751,N,126,25.700,E,2,3,3,
37,15.541,N,126,25.694,E,2,3,3,
37,14.506,N,126,25.662,E,2,3,3,
37,14.096,N,126,25.649,E,2,3,3,
37,13.628,N,126,26.012,E,2,3,3,
37,12.912,N,126,26.561,E,2,3,3,
37,12.591,N,126,26.803,E,2,3,3,
37,11.858,N,126,26.831,E,2,3,3,
37,10.768,N,126,26.880,E,2,3,3,
37,10.300,N,126,26.898,E,2,3,3,
37,10.269,N,126,26.689,E,2,3,3,
37,10.604,N,126,24.571,E,2,3,3,
END
// LINE_AGGREGATE
// Comment
// Lat,,,Lon,,,Type,Width,ColorNo,Comment
// Add "END" to the end of vertex.
LINE_AGGREGATE

37,20.915,N,126,27.120,E,1,1,8,
37,21.636,N,126,26.485,E,1,1,8,
END
// TEXT
// Comment
// Lat,,,Lon,Rotation
TEXT,CH 14

37,05.671,N,126,15.472,E,0,20,
// TEXT
// Comment
// Lat,,,Lon,Rotation
TEXT,INCHEON VTS

37,20.695,N,126,27.809,E,0,20,
// TEXT
// Comment
// Lat,,,Lon,Rotation
TEXT,CH 68

37,20.631,N,126,28.016,E,0,20,
// TEXT
// Comment
// Lat,,,Lon,Rotation
TEXT,SECTOR 2

37,20.784,N,126,27.949,E,0,20,
// TEXT
// Comment
// Lat,,,Lon,Rotation
TEXT,CALL TARIFA TRAFFIC ON CH 16; 10, 67

36,04.494,N,005,13.517,W,0,20,
// TEXT
// Comment
// Lat,,,Lon,Rotation
TEXT,CALL TANGIER TRAFFIC ON CH 16

36,05.522,N,005,59.239,W,270,20,
// LINE_AGGREGATE
// Comment
// Lat,,,Lon,,,Type,Width,ColorNo,Comment
// Add "END" to the end of vertex.
LINE_AGGREGATE

35,54.984,N,005,58.772,W,1,3,9,
35,54.984,N,005,55.385,W,1,3,9,
35,55.386,N,005,56.044,W,1,3,9,
35,55.022,N,005,56.044,W,1,3,9,
END
// TEXT
// Comment
// Lat,,,Lon,Rotation
TEXT,CALL ROCA CONTROL ON CH 16; 22,69 78 79

36,06.807,N,008,24.239,W,90,20,
// TEXT
// Comment
// Lat,,,Lon,Rotation
TEXT,CALL ROCA CONTROL ON CH 16; 22,69,78 79

39,46.885,N,009,58.312,W,0,20,
// LINE_AGGREGATE
// Comment
// Lat,,,Lon,,,Type,Width,ColorNo,Comment
// Add "END" to the end of vertex.
LINE_AGGREGATE

39,42.174,N,009,44.914,W,1,3,9,
39,46.988,N,009,44.914,W,1,3,9,
39,45.613,N,009,43.726,W,1,3,9,
39,45.651,N,009,44.865,W,1,3,9,
END
// LINE_AGGREGATE
// Comment
// Lat,,,Lon,,,Type,Width,ColorNo,Comment
// Add "END" to the end of vertex.
LINE_AGGREGATE

39,47.038,N,010,01.220,W,1,3,9,
39,42.143,N,010,01.207,W,1,3,9,
39,43.251,N,009,59.970,W,1,3,9,
39,43.251,N,010,01.207,W,1,3,9,
END
// LINE_AGGREGATE
// Comment
// Lat,,,Lon,,,Type,Width,ColorNo,Comment
// Add "END" to the end of vertex.
LINE_AGGREGATE

36,37.050,N,008,27.238,W,1,3,9,
36,37.050,N,008,32.688,W,1,3,9,
36,37.927,N,008,31.029,W,1,3,9,
36,36.974,N,008,30.935,W,1,3,9,
END
// LINE_AGGREGATE
// Comment
// Lat,,,Lon,,,Type,Width,ColorNo,Comment
// Add "END" to the end of vertex.
LINE_AGGREGATE

36,20.981,N,008,32.701,W,1,3,9,
36,20.981,N,008,28.119,W,1,3,9,
36,21.802,N,008,29.160,W,1,3,9,
36,20.998,N,008,29.207,W,1,3,9,
END
// TEXT
// Comment
// Lat,,,Lon,Rotation
TEXT,LIANYUN GANG VTS

34,50.570,N,119,36.426,E,35,20,
// TEXT
// Comment
// Lat,,,Lon,Rotation
TEXT,LIANYUN GANG VTS

34,42.008,N,119,46.515,E,35,20,
// TEXT
// Comment
// Lat,,,Lon,Rotation
TEXT,VHF CH 16

34,52.387,N,119,49.531,E,0,24,
// SYMBOL,InstName
// Comment
// Lat,,,Lon
SYMBOL,~CIRCLE0,***,***

34,49.470,N,119,37.780,E
// SYMBOL,InstName
// Comment
// Lat,,,Lon
SYMBOL,~CIRCLE0,***,***

34,46.460,N,119,33.900,E
// TEXT
// Comment
// Lat,,,Lon,Rotation
TEXT,1

34,49.630,N,119,37.697,E,0,14,
// TEXT
// Comment
// Lat,,,Lon,Rotation
TEXT,2

34,46.700,N,119,33.944,E,0,14,
// SYMBOL,InstName
// Comment
// Lat,,,Lon
SYMBOL,~CIRCLE0,***,***

34,49.580,N,119,41.710,E
// TEXT
// Comment
// Lat,,,Lon,Rotation
TEXT,3

34,49.770,N,119,41.685,E,0,14,
// SYMBOL,InstName
// Comment
// Lat,,,Lon
SYMBOL,~CIRCLE0,***,***

34,51.760,N,119,46.930,E
// TEXT
// Comment
// Lat,,,Lon,Rotation
TEXT,4

34,51.929,N,119,46.889,E,0,14,
// SYMBOL,InstName
// Comment
// Lat,,,Lon
SYMBOL,~CIRCLE0,***,***

34,48.380,N,119,42.080,E
// TEXT
// Comment
// Lat,,,Lon,Rotation
TEXT,5

34,48.527,N,119,42.082,E,0,14,
// SYMBOL,InstName
// Comment
// Lat,,,Lon
SYMBOL,~CIRCLE0,***,***

34,51.230,N,119,49.760,E
// TEXT
// Comment
// Lat,,,Lon,Rotation
TEXT,6

34,51.343,N,119,49.678,E,0,14,
// TEXT
// Comment
// Lat,,,Lon,Rotation
TEXT,REPORT TIME OF

35,01.441,N,119,44.295,E,0,24,
// TEXT
// Comment
// Lat,,,Lon,Rotation
TEXT,DROP & HEAVE UP ANCHOR

35,00.551,N,119,41.944,E,0,24,
// TEXT
// Comment
// Lat,,,Lon,Rotation
TEXT,TO LIANYUN GANG VTS

34,57.904,N,119,43.243,E,0,24,
// TEXT
// Comment
// Lat,,,Lon,Rotation
TEXT,BEFORE ACTUAL DROP OR HEAVE UP

34,59.304,N,119,41.109,E,0,24,
// TEXT
// Comment
// Lat,,,Lon,Rotation
TEXT,CALL LAEM CHABANG PORT CONTROL CH.16 2HR BEFORE

12,24.247,N,100,45.160,E,0,20,
// TEXT
// Comment
// Lat,,,Lon,Rotation
TEXT,CALL LAEM CHABANG PILOT CH.16 2HR BEFORE

12,23.094,N,100,44.970,E,0,20,
// LINE_AGGREGATE
// Comment
// Lat,,,Lon,,,Type,Width,ColorNo,Comment
// Add "END" to the end of vertex.
LINE_AGGREGATE

27,40.800,N,034,36.441,E,1,3,9,
27,40.855,N,034,23.567,E,1,3,9,
27,41.200,N,034,26.822,E,1,3,9,
27,40.823,N,034,26.964,E,1,3,9,
END
// TEXT
// Comment
// Lat,,,Lon,Rotation
TEXT,CALL FALSE RAS GHARIB VTC CH 16, 61

27,41.330,N,034,28.004,E,0,20,
// LINE_AGGREGATE
// Comment
// Lat,,,Lon,,,Type,Width,ColorNo,Comment
// Add "END" to the end of vertex.
LINE_AGGREGATE

12,23.437,N,100,43.290,E,1,3,9,
12,24.839,N,100,37.648,E,1,3,9,
12,25.306,N,100,39.423,E,1,3,9,
12,24.496,N,100,39.169,E,1,3,9,
END
// LINE_AGGREGATE
// Comment
// Lat,,,Lon,,,Type,Width,ColorNo,Comment
// Add "END" to the end of vertex.
LINE_AGGREGATE

11,42.385,N,043,03.906,E,1,3,9,
11,42.199,N,043,05.305,E,1,3,9,
11,42.397,N,043,05.059,E,1,3,9,
11,42.225,N,043,05.033,E,1,3,9,
END
// TEXT
// Comment
// Lat,,,Lon,Rotation
TEXT,VHF WATCH CH 12

11,42.780,N,043,04.035,E,0,20,
// TEXT
// Comment
// Lat,,,Lon,Rotation
TEXT,DJIBOUTI PORT CONTROL

11,43.004,N,043,04.081,E,0,20,
// LINE_AGGREGATE
// Comment
// Lat,,,Lon,,,Type,Width,ColorNo,Comment
// Add "END" to the end of vertex.
LINE_AGGREGATE

21,06.852,N,038,57.291,E,1,3,9,
21,08.991,N,038,56.304,E,1,3,9,
21,08.641,N,038,56.785,E,1,3,9,
21,08.369,N,038,56.611,E,1,3,9,
END
// LINE_AGGREGATE
// Comment
// Lat,,,Lon,,,Type,Width,ColorNo,Comment
// Add "END" to the end of vertex.
LINE_AGGREGATE

21,25.150,N,039,05.478,E,1,3,9,
21,25.635,N,039,05.339,E,1,3,9,
21,26.098,N,039,05.223,E,1,3,9,
21,25.677,N,039,05.438,E,1,3,9,
21,25.635,N,039,05.345,E,1,3,9,
END
// TEXT
// Comment
// Lat,,,Lon,Rotation
TEXT,CALL JEDDAH PORT CONTROL 2NM TO P/S

21,24.912,N,039,04.892,E,0,20,
// LINE_AGGREGATE
// Comment
// Lat,,,Lon,,,Type,Width,ColorNo,Comment
// Add "END" to the end of vertex.
LINE_AGGREGATE

50,10.000,N,002,58.000,W,2,3,3,
50,10.000,N,002,00.000,W,2,3,3,
49,20.000,N,002,00.000,W,2,3,3,
49,20.000,N,002,58.000,W,2,3,3,
50,10.000,N,002,58.000,W,2,3,3,
END
// LINE_AGGREGATE
// Comment
// Lat,,,Lon,,,Type,Width,ColorNo,Comment
// Add "END" to the end of vertex.
LINE_AGGREGATE

37,30.066,N,023,56.128,E,1,3,9,
37,29.747,N,023,51.408,E,1,3,9,
37,30.155,N,023,52.448,E,1,3,9,
37,29.849,N,023,52.880,E,1,3,9,
END
// TEXT
// Comment
// Lat,,,Lon,Rotation
TEXT,CALL PIRAEUS TRAFFIC

37,32.167,N,023,54.329,E,0,20,
// TEXT
// Comment
// Lat,,,Lon,Rotation
TEXT,CH 13; 14, 15

37,31.231,N,023,56.224,E,0,20,
// TEXT
// Comment
// Lat,,,Lon,Rotation
TEXT,15 MIN. BEFORE VTS AREA

37,30.371,N,023,53.442,E,0,20,
// LINE_AGGREGATE
// Comment
// Lat,,,Lon,,,Type,Width,ColorNo,Comment
// Add "END" to the end of vertex.
LINE_AGGREGATE

37,36.104,N,023,38.598,E,1,3,9,
37,36.470,N,023,43.105,E,1,3,9,
37,36.773,N,023,41.582,E,1,3,9,
37,36.327,N,023,41.422,E,1,3,9,
END
// TEXT
// Comment
// Lat,,,Lon,Rotation
TEXT,CALL PIRAEUS VTS

37,37.983,N,023,37.317,E,0,20,
// TEXT
// Comment
// Lat,,,Lon,Rotation
TEXT,15 MIN BEFORE EXITING VTS AREA

37,37.362,N,023,35.856,E,0,20,
// TEXT
// Comment
// Lat,,,Lon,Rotation
TEXT,CH 13

37,36.709,N,023,38.598,E,0,20,
// TEXT
// Comment
// Lat,,,Lon,Rotation
TEXT,CALL SALAM ON CH 13, 16

27,55.934,N,034,28.466,E,0,20,
// TEXT
// Comment
// Lat,,,Lon,Rotation
TEXT,AND

27,55.723,N,034,29.050,E,0,20,
// TEXT
// Comment
// Lat,,,Lon,Rotation
TEXT,VTS GULF OF AQABA

27,55.411,N,034,28.488,E,0,20,
// TEXT
// Comment
// Lat,,,Lon,Rotation
TEXT,ON CH 16; 08, 09, 10

27,55.092,N,034,29.091,E,0,20,
// TEXT
// Comment
// Lat,,,Lon,Rotation
TEXT,AND

28,02.027,N,034,25.743,E,0,20,
// TEXT
// Comment
// Lat,,,Lon,Rotation
TEXT,VTS GULF OF AQABA

28,01.825,N,034,25.104,E,0,20,
// TEXT
// Comment
// Lat,,,Lon,Rotation
TEXT,CALL SALAM ON CH 13, 16 

28,02.259,N,034,25.042,E,0,20,
// TEXT
// Comment
// Lat,,,Lon,Rotation
TEXT,ON CH 16, 08

28,01.606,N,034,25.414,E,0,20,
// LINE_AGGREGATE
// Comment
// Lat,,,Lon,,,Type,Width,ColorNo,Comment
// Add "END" to the end of vertex.
LINE_AGGREGATE

28,01.507,N,034,26.264,E,1,3,9,
28,01.264,N,034,27.004,E,1,3,9,
28,01.351,N,034,26.952,E,1,3,9,
28,01.322,N,034,26.836,E,1,3,9,
END
// LINE_AGGREGATE
// Comment
// Lat,,,Lon,,,Type,Width,ColorNo,Comment
// Add "END" to the end of vertex.
LINE_AGGREGATE

28,59.817,N,034,47.831,E,1,3,9,
29,00.269,N,034,47.262,E,1,3,9,
29,00.214,N,034,47.454,E,1,3,9,
29,00.105,N,034,47.483,E,1,3,9,
END
// LINE_AGGREGATE
// Comment
// Lat,,,Lon,,,Type,Width,ColorNo,Comment
// Add "END" to the end of vertex.
LINE_AGGREGATE

01,10.304,N,104,24.337,E,2,5,7,
01,27.312,N,104,24.337,E,2,5,7,
END
// LINE_AGGREGATE
// Comment
